Date;Activity;Plants;Note
23.08.2024;Watering;Sandy;
24.08.2024;Watering;Sandy;
28.08.2024;Watering;Sandy;
30.08.2024;Watering;Sandy;
02.09.2024;Watering;Sandy;
05.09.2024;Watering;Sandy;
10.09.2024;Watering;Sandy;
24.04.2024;Watering;Tom;
07.05.2024;Watering;Tom;
09.05.2024;Watering;Tom;
10.05.2024;Watering;Tom;
11.05.2024;Watering;Tom;
12.05.2024;Watering;Tom;
13.05.2024;Watering;Tom;
14.05.2024;Watering;Tom;
15.05.2024;Watering;Tom;Rain Water
17.05.2024;Watering;Tom;Rain Water
18.05.2024;Fertilizing;Tom;
18.05.2024;Repot;Tom;
20.05.2024;Watering;Tom;
21.05.2024;Watering;Tom;
22.05.2024;Watering;Tom;
24.05.2024;Watering;Tom;
25.05.2024;Watering;Tom;
26.05.2024;Watering;Tom;
27.05.2024;Watering;Tom;
28.05.2024;Watering;Tom;
29.05.2024;Watering;Tom;
30.05.2024;Watering;Tom;
31.05.2024;Watering;Tom;Rain water
01.06.2024;Watering;Tom;Rain Water
03.06.2024;Watering;Tom;
04.06.2024;Fertilizing;Tom;
04.06.2024;Watering;Tom;
05.06.2024;Watering;Tom;
06.06.2024;Watering;Tom;
07.06.2024;Watering;Tom;
08.06.2024;Watering;Tom;
09.06.2024;Watering;Tom;
10.06.2024;Watering;Tom;
11.06.2024;Watering;Tom;
12.06.2024;Watering;Tom;
13.06.2024;Watering;Tom;
15.06.2024;Fertilizing;Tom;
15.06.2024;Watering;Tom;
16.06.2024;Watering;Tom;
17.06.2024;Watering;Tom;
18.06.2024;Watering;Tom;
19.06.2024;Watering;Tom;
25.06.2024;Watering;Tom;
25.06.2024;Pruning;Tom;
26.06.2024;Watering;Tom;
27.06.2024;Watering;Tom;
28.06.2024;Watering;Tom;
29.06.2024;Watering;Tom;
30.06.2024;Watering;Tom;
01.07.2024;Watering;Tom;
02.07.2024;Watering;Tom;
03.07.2024;Fertilizing;Tom;
03.07.2024;Watering;Tom;
15.07.2024;Watering;Tom;
16.07.2024;Watering;Tom;
18.07.2024;Watering;Tom;
18.07.2024;Fertilizing;Tom;
19.07.2024;Watering;Tom;
21.07.2024;Watering;Tom;
22.07.2024;Watering;Tom;
22.07.2024;Watering;Tom;
24.07.2024;Fertilizing;Tom;
24.07.2024;Watering;Tom;
26.07.2024;Watering;Tom;
31.07.2024;Pruning;Tom;
31.07.2024;Watering;Tom;
01.08.2024;Watering;Tom;Rain Water
02.08.2024;Watering;Tom;
03.08.2024;Watering;Tom;Rain Water
05.08.2024;Watering;Tom;
07.08.2024;Fertilizing;Tom;
07.08.2024;Watering;Tom;
11.08.2024;Watering;Tom;
12.08.2024;Watering;Tom;
13.08.2024;Watering;Tom;
15.08.2024;Watering;Tom;
18.08.2024;Watering;Tom;Rain Water
20.08.2024;Watering;Tom;
21.08.2024;Watering;Tom;
23.08.2024;Fertilizing;Tom;
23.08.2024;Watering;Tom;
24.08.2024;Watering;Tom;
28.08.2024;Watering;Tom;
30.08.2024;Watering;Tom;
02.09.2024;Watering;Tom;
05.09.2024;Watering;Tom;
07.09.2024;Watering;Tom;
09.09.2024;Watering;Tom;
24.04.2024;Watering;Jerry;
07.05.2024;Watering;Jerry;
09.05.2024;Watering;Jerry;
10.05.2024;Watering;Jerry;
11.05.2024;Watering;Jerry;
12.05.2024;Watering;Jerry;
13.05.2024;Watering;Jerry;
14.05.2024;Watering;Jerry;
15.05.2024;Watering;Jerry;Rain Water
17.05.2024;Watering;Jerry;Rain Water
18.05.2024;Fertilizing;Jerry;
18.05.2024;Repot;Jerry;
20.05.2024;Watering;Jerry;
21.05.2024;Watering;Jerry;
22.05.2024;Watering;Jerry;
24.05.2024;Watering;Jerry;
25.05.2024;Watering;Jerry;
26.05.2024;Watering;Jerry;
27.05.2024;Watering;Jerry;
28.05.2024;Watering;Jerry;
29.05.2024;Watering;Jerry;
30.05.2024;Watering;Jerry;
31.05.2024;Watering;Jerry;Rain water
01.06.2024;Watering;Jerry;Rain Water
03.06.2024;Watering;Jerry;
03.06.2024;Watering;Jerry;Rain Water
04.06.2024;Fertilizing;Jerry;
04.06.2024;Watering;Jerry;
05.06.2024;Watering;Jerry;
06.06.2024;Watering;Jerry;
07.06.2024;Watering;Jerry;
08.06.2024;Watering;Jerry;
09.06.2024;Watering;Jerry;
10.06.2024;Watering;Jerry;
11.06.2024;Watering;Jerry;
12.06.2024;Watering;Jerry;
13.06.2024;Watering;Jerry;
15.06.2024;Fertilizing;Jerry;
15.06.2024;Watering;Jerry;
16.06.2024;Watering;Jerry;
17.06.2024;Watering;Jerry;
18.06.2024;Watering;Jerry;
19.06.2024;Watering;Jerry;
25.06.2024;Watering;Jerry;
25.06.2024;Pruning;Jerry;
26.06.2024;Watering;Jerry;
27.06.2024;Watering;Jerry;
28.06.2024;Watering;Jerry;
29.06.2024;Watering;Jerry;
01.07.2024;Watering;Jerry;
03.07.2024;Fertilizing;Jerry;
03.07.2024;Watering;Jerry;
15.07.2024;Watering;Jerry;
16.07.2024;Watering;Jerry;
18.07.2024;Watering;Jerry;
18.07.2024;Fertilizing;Jerry;
19.07.2024;Watering;Jerry;
21.07.2024;Watering;Jerry;
22.07.2024;Watering;Jerry;
23.07.2024;Watering;Jerry;
24.07.2024;Fertilizing;Jerry;
24.07.2024;Watering;Jerry;
26.07.2024;Watering;Jerry;
31.07.2024;Watering;Jerry;
01.08.2024;Watering;Jerry;Rain Water
02.08.2024;Watering;Jerry;
03.08.2024;Watering;Jerry;Rain Water
05.08.2024;Watering;Jerry;
07.08.2024;Fertilizing;Jerry;
07.08.2024;Watering;Jerry;
11.08.2024;Watering;Jerry;
12.08.2024;Watering;Jerry;
13.08.2024;Watering;Jerry;
15.08.2024;Watering;Jerry;
18.08.2024;Watering;Jerry;Rain Water
20.08.2024;Watering;Jerry;
21.08.2024;Watering;Jerry;
23.08.2024;Fertilizing;Jerry;
23.08.2024;Watering;Jerry;
24.08.2024;Watering;Jerry;
28.08.2024;Watering;Jerry;
30.08.2024;Watering;Jerry;
02.09.2024;Watering;Jerry;
05.09.2024;Watering;Jerry;
07.09.2024;Watering;Jerry;
09.09.2024;Watering;Jerry;
02.05.2024;Repot;Zane;
07.05.2024;Watering;Zane;
10.05.2024;Watering;Zane;
11.05.2024;Watering;Zane;
12.05.2024;Watering;Zane;
13.05.2024;Watering;Zane;
14.05.2024;Watering;Zane;
17.05.2024;Watering;Zane;Rain Water
24.05.2024;Repot;Zane;
24.05.2024;Watering;Zane;
24.05.2024;Fertilizing;Zane;
28.05.2024;Watering;Zane;
30.05.2024;Watering;Zane;
01.06.2024;Watering;Zane;Rain Water
05.06.2024;Watering;Zane;
06.06.2024;Watering;Zane;
06.06.2024;Repot;Zane;
07.06.2024;Watering;Zane;
07.06.2024;Fertilizing;Zane;
08.06.2024;Watering;Zane;
09.06.2024;Watering;Zane;
10.06.2024;Fertilizing;Zane;
10.06.2024;Fertilizing;Zane;
10.06.2024;Watering;Zane;
10.06.2024;Added Autowaterer;Zane;
12.06.2024;Watering;Zane;
13.06.2024;Watering;Zane;
15.06.2024;Watering;Zane;
15.06.2024;Fertilizing;Zane;
16.06.2024;Watering;Zane;
18.06.2024;Watering;Zane;
25.06.2024;Watering;Zane;
25.06.2024;Fertilizing;Zane;
26.06.2024;Watering;Zane;
27.06.2024;Watering;Zane;
28.06.2024;Watering;Zane;
29.06.2024;Watering;Zane;
02.07.2024;Fertilizing;Zane;
02.07.2024;Watering;Zane;
15.07.2024;Watering;Zane;
15.07.2024;Pruning;Zane;
18.07.2024;Watering;Zane;
18.07.2024;Fertilizing;Zane;
21.07.2024;Watering;Zane;
22.07.2024;Watering;Zane;
31.07.2024;Watering;Zane;
01.08.2024;Watering;Zane;Rain Water
02.08.2024;Watering;Zane;
03.08.2024;Watering;Zane;Rain Water
05.08.2024;Watering;Zane;
07.08.2024;Watering;Zane;
07.08.2024;Fertilizing;Zane;
07.08.2024;Watering;Zane;
08.08.2024;Watering;Zane;
11.08.2024;Watering;Zane;
12.08.2024;Watering;Zane;
15.08.2024;Watering;Zane;
20.08.2024;Watering;Zane;
21.08.2024;Watering;Zane;
23.08.2024;Fertilizing;Zane;
23.08.2024;Watering;Zane;
24.08.2024;Watering;Zane;
27.08.2024;Watering;Zane;
28.08.2024;Watering;Zane;
30.08.2024;Watering;Zane;
02.09.2024;Watering;Zane;
05.09.2024;Watering;Zane;
07.09.2024;Watering;Zane;
09.09.2024;Watering;Zane;
02.05.2024;Repot;Chrom;
07.05.2024;Watering;Chrom;
10.05.2024;Watering;Chrom;
12.05.2024;Watering;Chrom;
13.05.2024;Watering;Chrom;
14.05.2024;Watering;Chrom;
17.05.2024;Watering;Chrom;Rain Water
18.05.2024;Repot;Chrom;
18.05.2024;Watering;Chrom;
20.05.2024;Watering;Chrom;
21.05.2024;Watering;Chrom;Rain Water
24.05.2024;Fertilizing;Chrom;
26.05.2024;Watering;Chrom;
28.05.2024;Watering;Chrom;
01.06.2024;Watering;Chrom;Rain Water
03.06.2024;Watering;Chrom;Rain Water
05.06.2024;Watering;Chrom;
08.06.2024;Watering;Chrom;
10.06.2024;Watering;Chrom;
10.06.2024;Repot;Chrom;
11.06.2024;Watering;Chrom;
13.06.2024;Watering;Chrom;
15.06.2024;Fertilizing;Chrom;
15.06.2024;Watering;Chrom;
18.06.2024;Watering;Chrom;
19.06.2024;Watering;Chrom;
25.06.2024;Watering;Chrom;
28.06.2024;Watering;Chrom;
02.07.2024;Fertilizing;Chrom;
02.07.2024;Watering;Chrom;
06.07.2024;Watering;Chrom;
15.07.2024;Watering;Chrom;
16.07.2024;Fertilizing;Chrom;
16.07.2024;Watering;Chrom;
19.07.2024;Watering;Chrom;
21.07.2024;Watering;Chrom;
26.07.2024;Watering;Chrom;
31.07.2024;Watering;Chrom;
01.08.2024;Watering;Chrom;Rain Water
03.08.2024;Watering;Chrom;Rain Water
05.08.2024;Watering;Chrom;
07.08.2024;Fertilizing;Chrom;
07.08.2024;Watering;Chrom;
09.08.2024;Watering;Chrom;
11.08.2024;Watering;Chrom;
12.08.2024;Watering;Chrom;
15.08.2024;Watering;Chrom;
18.08.2024;Watering;Chrom;Rain Water
20.08.2024;Watering;Chrom;
21.08.2024;Watering;Chrom;
23.08.2024;Fertilizing;Chrom;
23.08.2024;Watering;Chrom;
30.08.2024;Watering;Chrom;
02.09.2024;Watering;Chrom;
07.09.2024;Watering;Chrom;
09.09.2024;Watering;Chrom;
05.05.2024;Repot;Darryl;
05.05.2024;Watering;Darryl;
17.05.2024;Fertilizing;Darryl;Root Growth
26.05.2024;Watering;Darryl;
16.06.2024;Watering;Darryl;
06.07.2024;Watering;Darryl;
06.07.2024;Fertilizing;Darryl;
02.08.2024;Watering;Darryl;
09.08.2024;Watering;Darryl;
30.08.2024;Fertilizing;Darryl;
30.08.2024;Watering;Darryl;
06.05.2024;Repot;Mike;
05.05.2024;Watering;Mike;
09.05.2024;Watering;Mike;
10.05.2024;Watering;Mike;
13.05.2024;Watering;Mike;
15.05.2024;Watering;Mike;Rain Water
18.05.2024;Watering;Mike;
22.05.2024;Watering;Mike;
24.05.2024;Fertilizing;Mike;
25.05.2024;Watering;Mike;
28.05.2024;Watering;Mike;
03.06.2024;Watering;Mike;
04.06.2024;Fertilizing;Mike;
04.06.2024;Watering;Mike;
05.06.2024;Watering;Mike;
06.06.2024;Watering;Mike;
07.06.2024;Watering;Mike;
08.06.2024;Watering;Mike;
09.06.2024;Repot;Mike;
10.06.2024;Watering;Mike;
11.06.2024;Watering;Mike;
14.06.2024;Watering;Mike;
15.06.2024;Watering;Mike;
16.06.2024;Watering;Mike;
18.06.2024;Watering;Mike;
19.06.2024;Watering;Mike;
25.06.2024;Watering;Mike;
27.06.2024;Watering;Mike;
28.06.2024;Watering;Mike;
30.06.2024;Watering;Mike;
02.07.2024;Watering;Mike;
05.07.2024;Watering;Mike;
05.07.2024;Repot;Mike;
06.07.2024;Watering;Mike;
15.07.2024;Watering;Mike;
16.07.2024;Watering;Mike;
17.07.2024;Watering;Mike;
18.07.2024;Watering;Mike;
18.07.2024;Fertilizing;Mike;
19.07.2024;Watering;Mike;
21.07.2024;Watering;Mike;
22.07.2024;Watering;Mike;
23.07.2024;Watering;Mike;
31.07.2024;Watering;Mike;
01.08.2024;Watering;Mike;Rain Water
02.08.2024;Watering;Mike;
03.08.2024;Watering;Mike;Rain Water
05.08.2024;Watering;Mike;
07.08.2024;Fertilizing;Mike;
07.08.2024;Watering;Mike;
11.08.2024;Watering;Mike;
12.08.2024;Watering;Mike;
13.08.2024;Watering;Mike;
15.08.2024;Watering;Mike;
19.08.2024;Repot;Mike;
19.08.2024;Watering;Mike;
23.08.2024;Fertilizing;Mike;
23.08.2024;Watering;Mike;
28.08.2024;Watering;Mike;
30.08.2024;Watering;Mike;
02.09.2024;Watering;Mike;
05.09.2024;Watering;Mike;
09.09.2024;Watering;Mike;
05.05.2024;Repot;Biggie;
05.05.2024;Watering;Biggie;
09.05.2024;Watering;Biggie;
11.05.2024;Watering;Biggie;
14.05.2024;Watering;Biggie;
15.05.2024;Watering;Biggie;Rain Water
23.05.2024;Watering;Biggie;
24.05.2024;Fertilizing;Biggie;
30.05.2024;Watering;Biggie;
03.06.2024;Watering;Biggie;
10.06.2024;Watering;Biggie;
12.06.2024;Repot;Biggie;
12.06.2024;Watering;Biggie;
15.06.2024;Watering;Biggie;
18.06.2024;Watering;Biggie;
19.06.2024;Watering;Biggie;
25.06.2024;Fertilizing;Biggie;
25.06.2024;Watering;Biggie;
30.06.2024;Watering;Biggie;
03.07.2024;Watering;Biggie;
05.07.2024;Watering;Biggie;
15.07.2024;Watering;Biggie;
19.07.2024;Watering;Biggie;
21.07.2024;Watering;Biggie;
25.07.2024;Watering;Biggie;
31.07.2024;Watering;Biggie;
01.08.2024;Watering;Biggie;Rain Water
03.08.2024;Watering;Biggie;Rain Water
07.08.2024;Repot;Biggie;
07.08.2024;Watering;Biggie;
11.08.2024;Watering;Biggie;
12.08.2024;Watering;Biggie;
12.08.2024;Watering;Biggie;
12.08.2024;Watering;Biggie;
15.08.2024;Watering;Biggie;
18.08.2024;Watering;Biggie;Rain Water
20.08.2024;Watering;Biggie;
30.08.2024;Watering;Biggie;
05.09.2024;Watering;Biggie;
09.09.2024;Watering;Biggie;Rain Water
06.05.2024;Repot;Harry;
06.05.2024;Watering;Harry;
08.05.2024;Watering;Harry;
09.05.2024;Watering;Harry;
11.05.2024;Watering;Harry;
13.05.2024;Watering;Harry;
17.05.2024;Watering;Harry;Rain Water
20.05.2024;Watering;Harry;
23.05.2024;Watering;Harry;
24.05.2024;Fertilizing;Harry;
26.05.2024;Watering;Harry;
28.05.2024;Watering;Harry;
30.05.2024;Watering;Harry;
01.06.2024;Watering;Harry;Rain Water
03.06.2024;Watering;Harry;Rain Water
05.06.2024;Watering;Harry;
06.06.2024;Watering;Harry;
08.06.2024;Watering;Harry;
09.06.2024;Watering;Harry;
10.06.2024;Watering;Harry;
12.06.2024;Watering;Harry;
14.06.2024;Watering;Harry;
15.06.2024;Watering;Harry;
18.06.2024;Watering;Harry;
19.06.2024;Watering;Harry;
25.06.2024;Watering;Harry;
27.06.2024;Watering;Harry;
30.06.2024;Watering;Harry;
02.07.2024;Watering;Harry;
06.07.2024;Watering;Harry;
15.07.2024;Watering;Harry;
19.07.2024;Watering;Harry;
22.07.2024;Watering;Harry;
01.08.2024;Watering;Harry;Rain Water
03.08.2024;Watering;Harry;Rain Water
05.08.2024;Watering;Harry;
11.08.2024;Watering;Harry;
11.08.2024;Watering;Harry;
12.08.2024;Watering;Harry;
15.08.2024;Watering;Harry;
18.08.2024;Watering;Harry;Rain Water
21.08.2024;Watering;Harry;
27.08.2024;Repot;Harry;
27.08.2024;Watering;Harry;
07.05.2024;Watering;Terry;
08.05.2024;Watering;Terry;
10.05.2024;Watering;Terry;
13.05.2024;Repot;Terry;
13.05.2024;Watering;Terry;
14.05.2024;Watering;Terry;
15.05.2024;Watering;Terry;Rain Water
20.05.2024;Watering;Terry;
21.05.2024;Watering;Terry;Rain Water
25.05.2024;Watering;Terry;
26.05.2024;Repot;Terry;
26.05.2024;Watering;Terry;
28.05.2024;Watering;Terry;
01.06.2024;Watering;Terry;Rain Water
04.06.2024;Fertilizing;Terry;
04.06.2024;Watering;Terry;
05.06.2024;Watering;Terry;
06.06.2024;Watering;Terry;
08.06.2024;Watering;Terry;
09.06.2024;Watering;Terry;
10.06.2024;Watering;Terry;
10.06.2024;Repot;Terry;
11.06.2024;Watering;Terry;
12.06.2024;Watering;Terry;
13.06.2024;Watering;Terry;
15.06.2024;Fertilizing;Terry;
15.06.2024;Watering;Terry;
16.06.2024;Watering;Terry;
17.06.2024;Watering;Terry;
18.06.2024;Watering;Terry;
19.06.2024;Watering;Terry;
25.06.2024;Pruning;Terry;
25.06.2024;Watering;Terry;
27.06.2024;Watering;Terry;
28.06.2024;Watering;Terry;
02.07.2024;Fertilizing;Terry;
02.07.2024;Watering;Terry;
02.07.2024;Fertilizing;Terry;
15.07.2024;Watering;Terry;
16.07.2024;Fertilizing;Terry;
16.07.2024;Watering;Terry;
30.07.2024;Watering;Terry;
31.07.2024;Watering;Terry;
01.08.2024;Watering;Terry;Rain Water
01.08.2024;Watering;Terry;Rain Water
02.08.2024;Watering;Terry;
03.08.2024;Watering;Terry;Rain Water
05.08.2024;Watering;Terry;
07.08.2024;Fertilizing;Terry;
07.08.2024;Watering;Terry;
08.08.2024;Watering;Terry;
11.08.2024;Watering;Terry;
12.08.2024;Watering;Terry;
13.08.2024;Watering;Terry;
15.08.2024;Watering;Terry;
18.08.2024;Watering;Terry;Rain Water
20.08.2024;Watering;Terry;
20.08.2024;Stalking+Pruning;Terry;
21.08.2024;Watering;Terry;
23.08.2024;Fertilizing;Terry;
23.08.2024;Watering;Terry;
24.08.2024;Watering;Terry;
27.08.2024;Watering;Terry;
28.08.2024;Watering;Terry;
30.08.2024;Watering;Terry;
02.09.2024;Watering;Terry;
07.09.2024;Watering;Terry;
09.09.2024;Watering;Terry;Rain Water
07.05.2024;Watering;Ivan;
17.05.2024;Fertilizing;Ivan;Root Growth
26.05.2024;Watering;Ivan;
11.06.2024;Watering;Ivan;
18.06.2024;Watering;Ivan;
03.07.2024;Watering;Ivan;
03.07.2024;Repot;Ivan;
16.07.2024;Repot;Ivan;
24.07.2024;Watering;Ivan;
07.08.2024;Watering;Ivan;
22.08.2024;Watering;Ivan;
07.09.2024;Watering;Ivan;
07.09.2024;Fertilizing;Ivan;
08.05.2024;Watering;Dirk;
14.05.2024;Watering;Dirk;
18.05.2024;Watering;Dirk;
20.05.2024;Watering;Dirk;
24.05.2024;Watering;Dirk;
26.05.2024;Watering;Dirk;
04.06.2024;Watering;Dirk;
07.06.2024;Fertilizing;Dirk;
07.06.2024;Watering;Dirk;
14.06.2024;Watering;Dirk;
19.06.2024;Watering;Dirk;
25.06.2024;Watering;Dirk;
02.07.2024;Watering;Dirk;
07.07.2024;Watering;Dirk;
15.07.2024;Watering;Dirk;
19.07.2024;Watering;Dirk;
23.07.2024;Watering;Dirk;
02.08.2024;Watering;Dirk;
05.08.2024;Watering;Dirk;
12.08.2024;Watering;Dirk;
19.08.2024;Watering;Dirk;
23.08.2024;Watering;Dirk;
03.09.2024;Watering;Dirk;
09.05.2024;Watering;Sam;
17.05.2024;Fertilizing;Sam;Root Growth
20.05.2024;Repot;Sam;Combined Sam, Pepe and Harvey into a single pot
20.05.2024;Watering;Sam;
04.06.2024;Watering;Sam;
18.06.2024;Watering;Sam;
03.07.2024;Watering;Sam;
16.07.2024;Repot;Sam;
24.07.2024;Watering;Sam;
07.08.2024;Watering;Sam;
22.08.2024;Watering;Sam;
07.09.2024;Watering;Sam;
07.09.2024;Fertilizing;Sam;
19.05.2024;Watering;Tony;
20.05.2024;Watering;Tony;
21.05.2024;Watering;Tony;
22.05.2024;Watering;Tony;
24.05.2024;Fertilizing;Tony;
26.05.2024;Watering;Tony;
29.05.2024;Watering;Tony;
31.05.2024;Watering;Tony;Rain water
03.06.2024;Watering;Tony;
05.06.2024;Watering;Tony;
06.06.2024;Watering;Tony;
07.06.2024;Watering;Tony;
08.06.2024;Watering;Tony;
10.06.2024;Fertilizing;Tony;
10.06.2024;Fertilizing;Tony;
10.06.2024;Watering;Tony;
10.06.2024;Repot;Tony;
11.06.2024;Watering;Tony;
12.06.2024;Watering;Tony;
13.06.2024;Watering;Tony;
15.06.2024;Fertilizing;Tony;
15.06.2024;Watering;Tony;
16.06.2024;Watering;Tony;
17.06.2024;Watering;Tony;
18.06.2024;Watering;Tony;
19.06.2024;Watering;Tony;
25.06.2024;Watering;Tony;
25.06.2024;Pruning;Tony;
27.06.2024;Watering;Tony;
28.06.2024;Watering;Tony;
02.07.2024;Fertilizing;Tony;
02.07.2024;Watering;Tony;
02.07.2024;Fertilizing;Tony;
15.07.2024;Watering;Tony;
16.07.2024;Fertilizing;Tony;
16.07.2024;Watering;Tony;
31.07.2024;Pruning;Tony;
31.07.2024;Watering;Tony;
01.08.2024;Watering;Tony;Rain Water
02.08.2024;Watering;Tony;
03.08.2024;Watering;Tony;Rain Water
05.08.2024;Watering;Tony;
07.08.2024;Fertilizing;Tony;
07.08.2024;Watering;Tony;
08.08.2024;Watering;Tony;
11.08.2024;Watering;Tony;
12.08.2024;Watering;Tony;
13.08.2024;Watering;Tony;
15.08.2024;Watering;Tony;
18.08.2024;Watering;Tony;Rain Water
20.08.2024;Watering;Tony;
20.08.2024;Stalking+Pruning;Tony;
21.08.2024;Watering;Tony;
23.08.2024;Fertilizing;Tony;
23.08.2024;Watering;Tony;
24.08.2024;Watering;Tony;
27.08.2024;Watering;Tony;
28.08.2024;Watering;Tony;
30.08.2024;Watering;Tony;
05.09.2024;Watering;Tony;
07.09.2024;Watering;Tony;
09.09.2024;Watering;Tony;Rain Water
19.05.2024;Watering;Louie;
20.05.2024;Watering;Louie;
21.05.2024;Watering;Louie;
22.05.2024;Watering;Louie;
24.05.2024;Fertilizing;Louie;
26.05.2024;Watering;Louie;
31.05.2024;Watering;Louie;Rain water
03.06.2024;Watering;Louie;
05.06.2024;Watering;Louie;
06.06.2024;Watering;Louie;
07.06.2024;Watering;Louie;
10.06.2024;Fertilizing;Louie;
10.06.2024;Fertilizing;Louie;
10.06.2024;Watering;Louie;
10.06.2024;Repot;Louie;
11.06.2024;Watering;Louie;
12.06.2024;Watering;Louie;
13.06.2024;Watering;Louie;
15.06.2024;Fertilizing;Louie;
15.06.2024;Watering;Louie;
16.06.2024;Watering;Louie;
17.06.2024;Watering;Louie;
18.06.2024;Watering;Louie;
19.06.2024;Watering;Louie;
25.06.2024;Watering;Louie;
25.06.2024;Pruning;Louie;
27.06.2024;Watering;Louie;
28.06.2024;Watering;Louie;
02.07.2024;Fertilizing;Louie;
02.07.2024;Watering;Louie;
02.07.2024;Fertilizing;Louie;
15.07.2024;Watering;Louie;
16.07.2024;Fertilizing;Louie;
16.07.2024;Watering;Louie;
31.07.2024;Pruning;Louie;
31.07.2024;Watering;Louie;
01.08.2024;Watering;Louie;Rain Water
02.08.2024;Watering;Louie;
03.08.2024;Watering;Louie;Rain Water
05.08.2024;Watering;Louie;
07.08.2024;Fertilizing;Louie;
07.08.2024;Watering;Louie;
08.08.2024;Watering;Louie;
11.08.2024;Watering;Louie;
12.08.2024;Watering;Louie;
13.08.2024;Watering;Louie;
15.08.2024;Watering;Louie;
18.08.2024;Watering;Louie;Rain Water
20.08.2024;Watering;Louie;
20.08.2024;Stalking+Pruning;Louie;
21.08.2024;Watering;Louie;
23.08.2024;Fertilizing;Louie;
23.08.2024;Watering;Louie;
24.08.2024;Watering;Louie;
27.08.2024;Watering;Louie;
28.08.2024;Watering;Louie;
30.08.2024;Watering;Louie;
05.09.2024;Watering;Louie;
07.09.2024;Watering;Louie;
09.09.2024;Watering;Louie;Rain Water
24.05.2024;Repot;Charles;
24.05.2024;Watering;Charles;
28.05.2024;Watering;Charles;
01.06.2024;Watering;Charles;Rain Water
03.06.2024;Watering;Charles;Rain Water
04.06.2024;Fertilizing;Charles;
04.06.2024;Watering;Charles;
06.06.2024;Watering;Charles;
07.06.2024;Watering;Charles;
10.06.2024;Watering;Charles;
10.06.2024;Repot;Charles;
11.06.2024;Watering;Charles;
12.06.2024;Watering;Charles;
13.06.2024;Watering;Charles;
15.06.2024;Fertilizing;Charles;
15.06.2024;Watering;Charles;
16.06.2024;Watering;Charles;
17.06.2024;Watering;Charles;
18.06.2024;Watering;Charles;
25.06.2024;Watering;Charles;
25.06.2024;Pruning;Charles;
27.06.2024;Watering;Charles;
28.06.2024;Watering;Charles;
02.07.2024;Fertilizing;Charles;
02.07.2024;Watering;Charles;
02.07.2024;Fertilizing;Charles;
15.07.2024;Watering;Charles;
16.07.2024;Fertilizing;Charles;
16.07.2024;Watering;Charles;
30.07.2024;Watering;Charles;
31.07.2024;Pruning;Charles;
31.07.2024;Watering;Charles;
01.08.2024;Watering;Charles;Rain Water
02.08.2024;Watering;Charles;
03.08.2024;Watering;Charles;Rain Water
05.08.2024;Watering;Charles;
07.08.2024;Fertilizing;Charles;
07.08.2024;Watering;Charles;
08.08.2024;Watering;Charles;
11.08.2024;Watering;Charles;
12.08.2024;Watering;Charles;
13.08.2024;Watering;Charles;
15.08.2024;Watering;Charles;
18.08.2024;Watering;Charles;Rain Water
20.08.2024;Watering;Charles;
20.08.2024;Stalking+Pruning;Charles;
21.08.2024;Watering;Charles;
23.08.2024;Fertilizing;Charles;
23.08.2024;Watering;Charles;
24.08.2024;Watering;Charles;
27.08.2024;Watering;Charles;
28.08.2024;Watering;Charles;
30.08.2024;Watering;Charles;
02.09.2024;Watering;Charles;
07.09.2024;Watering;Charles;
09.09.2024;Watering;Charles;Rain Water
24.05.2024;Repot;Jake;
24.05.2024;Watering;Jake;
28.05.2024;Watering;Jake;
01.06.2024;Watering;Jake;Rain Water
03.06.2024;Watering;Jake;Rain Water
04.06.2024;Fertilizing;Jake;
04.06.2024;Watering;Jake;
06.06.2024;Repot;Jake;
07.06.2024;Watering;Jake;
08.06.2024;Watering;Jake;
09.06.2024;Watering;Jake;
10.06.2024;Watering;Jake;
10.06.2024;Added Autowaterer;Jake;
11.06.2024;Watering;Jake;
12.06.2024;Watering;Jake;
13.06.2024;Watering;Jake;
15.06.2024;Fertilizing;Jake;
15.06.2024;Watering;Jake;
16.06.2024;Watering;Jake;
17.06.2024;Watering;Jake;
18.06.2024;Watering;Jake;
25.06.2024;Watering;Jake;
25.06.2024;Pruning;Jake;
27.06.2024;Watering;Jake;
28.06.2024;Watering;Jake;
02.07.2024;Fertilizing;Jake;
02.07.2024;Watering;Jake;
02.07.2024;Fertilizing;Jake;
15.07.2024;Watering;Jake;
16.07.2024;Fertilizing;Jake;
16.07.2024;Watering;Jake;
31.07.2024;Pruning;Jake;
31.07.2024;Watering;Jake;
01.08.2024;Watering;Jake;Rain Water
02.08.2024;Watering;Jake;
03.08.2024;Watering;Jake;Rain Water
05.08.2024;Watering;Jake;
07.08.2024;Fertilizing;Jake;
07.08.2024;Watering;Jake;
08.08.2024;Watering;Jake;
11.08.2024;Watering;Jake;
12.08.2024;Watering;Jake;
13.08.2024;Watering;Jake;
18.08.2024;Watering;Jake;Rain Water
20.08.2024;Watering;Jake;
20.08.2024;Stalking+Pruning;Jake;
21.08.2024;Watering;Jake;
23.08.2024;Fertilizing;Jake;
23.08.2024;Watering;Jake;
24.08.2024;Watering;Jake;
27.08.2024;Watering;Jake;
28.08.2024;Watering;Jake;
30.08.2024;Watering;Jake;
02.09.2024;Watering;Jake;
05.09.2024;Watering;Jake;
07.09.2024;Watering;Jake;
